Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
OntoDM_108244,multi-class classification algorithm,,subClassOf,OntoDM_171503,flat classification algorithm,,Machine Learning,OntoDM.owl
OntoDM_319168,LCL DAG based HC algorithm for multiple path prediction,,disjointWith,OntoDM_838789,LCL DAG based HC algorithm for single path prediction,,Machine Learning,OntoDM.owl
OntoDM_139258,multi-label decision tree,,IAO_0000115,"Multi-label decision tree  is a multi-label classification model and denotes predictive models that are built on data having a set of discrete datatype on the output part, set of features (represented by a descriptive tuple of primitives) on the descriptive part, and it is expressed in the language of decision trees.",,,Machine Learning,OntoDM.owl
OntoDM_000041,bootstrap sampling process,,subClassOf,OntoDM_000143,dataset sampling,,Machine Learning,OntoDM.owl
OntoDM_000234,clustering execution,,disjointWith,OntoDM_000309,predictive model execution,,Machine Learning,OntoDM.owl
IAO_0000027,,,subClassOf,IAO_0000030,,,Machine Learning,OntoDM.owl
OntoDM_600958,,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_000033,data mining algorithm execution,,label,data mining algorithm execution,,,Machine Learning,OntoDM.owl
OntoDM_000199,cost function,,type,Class,,,Machine Learning,OntoDM.owl
N08c3aad94d7040909eadd96b68cdd4a6,,,rest,nil,,,Machine Learning,OntoDM.owl
OntoDM_000142,aggregate function,,type,Class,,,Machine Learning,OntoDM.owl
role_of,role_of,,label,role_of,,,Machine Learning,OntoDM.owl
N835c2b8a8ec845b980100b63dcbcb8c9,,,onProperty,role_of,role_of,,Machine Learning,OntoDM.owl
N7713714cf41c46b9a99bd6f692ba94be,,,onProperty,OntoDM_000055,has_description,,Machine Learning,OntoDM.owl
OntoDM_000306,probability distribution estimation algorithm execution,,type,Class,,,Machine Learning,OntoDM.owl
N0455d7c4a8c24db09a027bdd1e34467c,,,someValuesFrom,N434298e6ca6244cfbe44f8e469cbd06a,,,Machine Learning,OntoDM.owl
N2583f71217e143228bced661471e9947,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_495960,multi-target classification model,,subClassOf,OntoDM_225681,multi-target prediction model,,Machine Learning,OntoDM.owl
OntoDM_000081,mean_squared_error,,type,Class,,,Machine Learning,OntoDM.owl
N53abe485c82e47b4bf889ebe6b3ebd4e,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
OntoDM_727807,multi-target binary classification dataset,,IAO_0000115,multi-target  binary classification dataset is a dataset specification of a labeled dataset with tuple of primitives datatype (specified with the feature set specification) on the descriptive part and a tuple of booleans  (specified with the feature set specification) on the output part of the data.,,,Machine Learning,OntoDM.owl
OntoDM_000070,evaluation datum,An evaluation datum is a data item that is a specified output of generalization evaluation process.,subClassOf,N7770da443a4b42e5aefd78a691b39060,,,Machine Learning,OntoDM.owl
OntoDM.owl,,,imports,OntoDMUseCase1.owl,,,Machine Learning,OntoDM.owl
OntoDM_000020,,"A pattern P on type T is a boolean function on objects of type T, i.e has the signature p::T-->boolean.",disjointWith,OntoDM_000316,clustering,"A clustering C on a set of objects S of type T is a function from S to {1,...,k} where k is the number of clusters.",Machine Learning,OntoDM.owl
OntoDM_000059,status,,subClassOf,IAO_0000030,,,Machine Learning,OntoDM.owl
OntoDM_000153,target_feature_set_specification,,label,target_feature_set_specification,,,Machine Learning,OntoDM.owl
OntoDM_730934,evaluation algorithm,,subClassOf,IAO_0000064,,,Machine Learning,OntoDM.owl
OntoDM_470460,LPCN tree based HC algorithm for single path prediction,,subClassOf,N6f806f02dd24462db27320e9863c3e9a,,,Machine Learning,OntoDM.owl
OntoDM_000004,probability distribution ensemble,,label,probability distribution ensemble,,,Machine Learning,OntoDM.owl
N5768ebb30cc64bf7bbd77e2ef22d7eb4,,,onProperty,OBI_0000294,is_concretization_of,"Is a relationship between a generically dependent continuant and a specifically dependent continuant. A generically dependent continuant may inhere in more than one entity. It does so by virtue of the fact that there is, for each entity that it inheres, a specifically dependent *concretization* of the generically dependent continuant that is specifically dependent. For instance, consider a story, which is an information artifact that inheres in some number of books. Each book bears some quality that carries the story. The relation between this quality and the generically dependent continuant is that the former is the concretization of the latter.",Machine Learning,OntoDM.owl
OntoDM_000196,algorithm_component_specification,,subClassOf,IAO_0000124,,,Machine Learning,OntoDM.owl
OntoDM_000004,probability distribution ensemble,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_000033,data mining algorithm execution,,subClassOf,Nfdae46016834430aae0dc3c9a4b691f4,,,Machine Learning,OntoDM.owl
OntoDM_510504,multi-label classification task,,subClassOf,Nf009c4a5aa8c4dd5a7aafe784940ae38,,,Machine Learning,OntoDM.owl
OntoDM_843647,output sequence of reals,,IAO_0000115,output sequence of real specification is an output sequence datatype specification that denotes a sequence of reals datatype on the output part of the data.,,,Machine Learning,OntoDM.owl
N08e886d6800140fc9286bfde56742037,,,someValuesFrom,OntoDM_826903,tree based HC task with multiple label paths,,Machine Learning,OntoDM.owl
OntoDM_000072,clustering algorithm,,label,clustering algorithm,,,Machine Learning,OntoDM.owl
Thing,,,type,Class,,,Machine Learning,OntoDM.owl
N5a4e94c2015447eaa790471c24b8320e,,,rest,N58063b120c3a49c58e6886cf527b3731,,,Machine Learning,OntoDM.owl
OntoDM_464484,probability distribution estimation ensemble algorithm,,subClassOf,Nb2afe731fcd542f49e34308591f6f996,,,Machine Learning,OntoDM.owl
Nbbc9cb2b988447daa4520ffa09c114f3,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_000247,descriptive data specification,,label,descriptive data specification,,,Machine Learning,OntoDM.owl
OntoDM_000016,,,disjointWith,OntoDM_000020,,"A pattern P on type T is a boolean function on objects of type T, i.e has the signature p::T-->boolean.",Machine Learning,OntoDM.owl
OntoDM_000031,dataset specification,,subClassOf,Ncbc5b8fd0b9b46f9a4175bbd0ec434d8,,,Machine Learning,OntoDM.owl
OntoDM_000041,bootstrap sampling process,,disjointWith,OntoDM_000149,holdout sampling process,,Machine Learning,OntoDM.owl
OntoDM_078701,transactional dataset,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_721008,Random Forest,,subClassOf,OntoDM_368779,predictive modelling ensemble algorithm,,Machine Learning,OntoDM.owl
Nd2f76e421a6b470997b75683013dd565,,,rest,nil,,,Machine Learning,OntoDM.owl
OntoDM_000293,intra_cluster_variance,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_616614,software toolkit,,subClassOf,IAO_0000104,,,Machine Learning,OntoDM.owl
OntoDM_000309,predictive model execution,,label,predictive model execution,,,Machine Learning,OntoDM.owl
OntoDM_542264,tree based HC task,,label,tree based HC task,,,Machine Learning,OntoDM.owl
OntoDM_U1_059913,evaluation workflow execution,,subClassOf,OntoDM_982352,data mining workflow execution,,Machine Learning,OntoDM.owl
OntoDM_369100,multi-class decision tree,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_835948,output structured data specification,,subClassOf,OntoDM_000027,output data specification,,Machine Learning,OntoDM.owl
Nd1322cee69dd4ff7a20050adf1599897,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_000134,clustering_algorithm_implementation,,disjointWith,OntoDM_000265,probability_distribution_estimation_algorithm_implementation,,Machine Learning,OntoDM.owl
OntoDM_636213,multi-target multi-class classification dataset,,disjointWith,OntoDM_727807,multi-target binary classification dataset,,Machine Learning,OntoDM.owl
OBI_0000338,interpreting data,,IAO_0000412,obi.owl,,,Machine Learning,OntoDM.owl
OntoDM_997152,generalization processing algorithm,,subClassOf,IAO_0000064,,,Machine Learning,OntoDM.owl
OntoDM_000185,separate test set evaluation process,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_000200,prototype function,,type,Class,,,Machine Learning,OntoDM.owl
N9541897470534f5a995630f38b7d53cd,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
N20f23d4f7a454543bd9c54b6f0ff0b0c,,,type,Restriction,,,Machine Learning,OntoDM.owl
N731d2832fb7b4b12875234e393912be6,,,someValuesFrom,OntoDM_352467,output tuple of discrete,,Machine Learning,OntoDM.owl
N93a37311c077423bad145d0ed19344bf,,,onProperty,OBI_0000299,has_specified_output,,Machine Learning,OntoDM.owl
OntoDM_000300,generalizations and data from data query,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_311225,DAG based HC algorithm,,disjointWith,OntoDM_419418,tree based HC algorithm,,Machine Learning,OntoDM.owl
OntoDM_000191,database,,subClassOf,IAO_0000124,,,Machine Learning,OntoDM.owl
OntoDM_000182,,,subClassOf,N93a37311c077423bad145d0ed19344bf,,,Machine Learning,OntoDM.owl
Nc4ea3fe06f29489fb7259bd8ad15e00c,,,rest,nil,,,Machine Learning,OntoDM.owl
N0487afdcdfe04c5b9f4f3b8520a9a3be,,,someValuesFrom,OntoDM_000078,,,Machine Learning,OntoDM.owl
Ne986114e4c5549808dfc1b9c08add2af,,,first,OntoDM_458784,output tree,,Machine Learning,OntoDM.owl
Nf672f2f155eb4e1fafe5113c9d6683a9,,,type,Restriction,,,Machine Learning,OntoDM.owl
SWO_0000393,information processing,,OBI_0000283,swo,,,Machine Learning,OntoDM.owl
N58063b120c3a49c58e6886cf527b3731,,,first,OntoDM_429658,clustering ensemble algorithm,,Machine Learning,OntoDM.owl
OntoDM_000233,full fledged query,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_519526,GC tree based HC algorithm for single path and mandatory leaf node prediction,,type,Class,,,Machine Learning,OntoDM.owl
N3447859bb4b64e0b9c297ce6716bb050,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
Ne554da931cde469abf56982d4cbe7ced,,,someValuesFrom,OntoDM_718392,DAG based HC task with multiple label paths and partial depth labeling,,Machine Learning,OntoDM.owl
OntoDM_171503,flat classification algorithm,,IAO_0000115,Flat classification algorithm is a data mining algorithm that solves a classification task and as a result produces a classification model.,,,Machine Learning,OntoDM.owl
Nc8116d8ee03b4d168ab4dfd02ecacffe,,,type,Restriction,,,Machine Learning,OntoDM.owl
Ne3f9b817df5f4a2b909457a6efe4b7e2,,,onProperty,OBI_0000294,is_concretization_of,"Is a relationship between a generically dependent continuant and a specifically dependent continuant. A generically dependent continuant may inhere in more than one entity. It does so by virtue of the fact that there is, for each entity that it inheres, a specifically dependent *concretization* of the generically dependent continuant that is specifically dependent. For instance, consider a story, which is an information artifact that inheres in some number of books. Each book bears some quality that carries the story. The relation between this quality and the generically dependent continuant is that the former is the concretization of the latter.",Machine Learning,OntoDM.owl
OntoDM_782155,LCN DAG based HC algorithm for multiple path and mandatory leaf node prediction,,label,LCN DAG based HC algorithm for multiple path and mandatory leaf node prediction,,,Machine Learning,OntoDM.owl
OntoDM_826903,tree based HC task with multiple label paths,,subClassOf,OntoDM_542264,tree based HC task,,Machine Learning,OntoDM.owl
OntoDM_000185,separate test set evaluation process,,label,separate test set evaluation process,,,Machine Learning,OntoDM.owl
OntoDM_000214,draft,,type,Class,,,Machine Learning,OntoDM.owl
Nfda23056e00a4296ad40c20e73fdf103,,,someValuesFrom,OntoDM_281640,DAG based HC task with single label paths and partial depth labeling,,Machine Learning,OntoDM.owl
OntoDM_257366,LCN tree based HC algorithm for single path and non-mandatory leaf node prediction,,IAO_0000115,LCN tree-based hierarchical classification algorithm for multiple path and non-mandatory leaf node prediction is a data mining algorithm that solves a tree-based hierarchical classification task with multiple label paths and partial depth labeling and as a result produces a hierarchical classification model using a local classifier per node (LCN) approach.,,,Machine Learning,OntoDM.owl
OntoDM_464319,LCN tree based HC algorithm,,IAO_0000115,LCN tree-based hierarchical classification algorithm is a data mining algorithm that solves a tree-based hierarchical classification task and as a result produces a hierarchical classification model using a local classifier per node (LCN) approach.,,,Machine Learning,OntoDM.owl
OntoDM_112569,algorithm implementation,,type,Class,,,Machine Learning,OntoDM.owl
N4e12f096c41a4061b742ee720da6e81b,,DisjointClasses(<http://kt.ijs.si/panovp/OntoDM#OntoDM_661861>) replaced by DisjointClasses(<http://kt.ijs.si/panovp/OntoDM#OntoDM_661861> owl:Thing),annotatedProperty,disjointWith,,,Machine Learning,OntoDM.owl
OntoDM_837886,regression task,,subClassOf,OntoDM_205203,feature-based primitive output prediction task,,Machine Learning,OntoDM.owl
N3046032761aa4f329f26b3bd64592c25,,,someValuesFrom,OntoDM_908131,output labeled graph,,Machine Learning,OntoDM.owl
OntoDM_251508,LPCN tree based HC algorithm for single path and non-mandatory leaf node prediction,,subClassOf,Ncb6971797c2346d09ad0695c465d2fde,,,Machine Learning,OntoDM.owl
Nf8c2df32b9ef4657913b5ae5fb5c22f9,,,onProperty,OBI_0000299,has_specified_output,,Machine Learning,OntoDM.owl
OntoDM_908131,output labeled graph,,label,output labeled graph,,,Machine Learning,OntoDM.owl
OntoDM_913132,multi-class classification task,,subClassOf,Na3073a0dd2b7476e8a99b3ee5f773d89,,,Machine Learning,OntoDM.owl
OntoDM_970232,Stacking,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_213136,GC DAG based HC algorithm,,subClassOf,OntoDM_311225,DAG based HC algorithm,,Machine Learning,OntoDM.owl
OntoDM_000008,prototype,,label,prototype,,,Machine Learning,OntoDM.owl
OntoDM_871327,predictive modeling algorithm for structured output,,subClassOf,N1d2df95484d64f97b0a056f048b7d40e,,,Machine Learning,OntoDM.owl
N7d19978d6b6e485fbec3b310bb3819cb,,,someValuesFrom,OntoDM_000298,feature specification,,Machine Learning,OntoDM.owl
OBI_0000300,is_realized_by,Relation between a realizable and a process. Reciprocal relation of realizes [GOC:cjm],comment,Relation between a realizable and a process. Reciprocal relation of realizes [GOC:cjm],,,Machine Learning,OntoDM.owl
OntoDM_246002,,,subClassOf,N49619948417b442ebcf48011fc890749,,,Machine Learning,OntoDM.owl
OntoDM_000280,predictive model representation,,label,predictive model representation,,,Machine Learning,OntoDM.owl
N493637981d184611b50409843e3995c3,,,someValuesFrom,OntoDM_478450,workflow,,Machine Learning,OntoDM.owl
OntoDM_004843,information content entity role,,subClassOf,Role,,,Machine Learning,OntoDM.owl
N5fef0eee056546bd9e5298fb239f1f40,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
OBI_0400107,computer,,label,computer,,,Machine Learning,OntoDM.owl
OntoDM_000076,single generalization,,IAO_0000115,A single generalization is a realizable entity that is a concretization of a single generalization specification and it is a specified output of a data mining algorithm execution.,,,Machine Learning,OntoDM.owl
N7b5d3d601e9c41f49e9c7a5e8cecc552,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_000055,has_description,,range,string,,,Machine Learning,OntoDM.owl
Nb2ecc03b7f0f468e9b6b1eb6bf3cecee,,,someValuesFrom,OntoDM_368254,time series prediction model,,Machine Learning,OntoDM.owl
OntoDM_570767,multi-label classification algorithm,,IAO_0000115,Multi-label classification algorithm is a data mining algorithm that solves a multi-label classification task and as a result produces a multi-label classification model.,,,Machine Learning,OntoDM.owl
OntoDM_818411,GC DAG based HC algorithm for single path and mandatory leaf node prediction,,disjointWith,OntoDM_849657,GC DAG based HC algorithm for single path and non-mandatory leaf node prediction,,Machine Learning,OntoDM.owl
Nda8219edf2644caa9fb29d947bf4044b,,,type,Restriction,,,Machine Learning,OntoDM.owl
N4476b942847e4163be4f9934e605f44e,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_419544,information content entity quality,,subClassOf,Quality,,,Machine Learning,OntoDM.owl
OntoDM_000016,,,disjointWith,OntoDM_000036,predictive model,"A predictive model M for types Td and Tc is a function that takes an object of type Td and returns and object of type Tc, i.e. has the signature m::Td-->Tc.",Machine Learning,OntoDM.owl
OntoDM_000145,constraint threshold,A constant value of some property of a generalization. It is used to define constraints.,type,Class,,,Machine Learning,OntoDM.owl
Ndbb24bad81c346119530bb07e767dbff,,,rest,nil,,,Machine Learning,OntoDM.owl
N5ac76346772a4d0a93a8337a2bb48458,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
OntoDM_279507,,,type,Class,,,Machine Learning,OntoDM.owl
OBI_0600008,acquisition,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_000063,probability distribution quality,,label,probability distribution quality,,,Machine Learning,OntoDM.owl
OntoDM_452759,Bagging,,disjointWith,OntoDM_910828,Boosting,,Machine Learning,OntoDM.owl
OntoDM_000085,predictive_modeling_algorithm_implementation,,label,predictive_modeling_algorithm_implementation,,,Machine Learning,OntoDM.owl
OntoDM_000009,probability distribution representation,,subClassOf,IAO_0000124,,,Machine Learning,OntoDM.owl
N7161f8bc1a6543789b166c302bc8686d,,,someValuesFrom,OntoDM_281640,DAG based HC task with single label paths and partial depth labeling,,Machine Learning,OntoDM.owl
OntoDM_000174,refinement_operator_representation,,label,refinement_operator_representation,,,Machine Learning,OntoDM.owl
OntoDM_000223,clustering representation,,type,Class,,,Machine Learning,OntoDM.owl
IAO_0000310,"document
",,label,"document
",,,Machine Learning,OntoDM.owl
N3ff83273e150433c935bb29cfd47d9f0,,,someValuesFrom,OntoDM_000228,predictive model specification,,Machine Learning,OntoDM.owl
Na4c122c627e64d0ca77dc0b74e19aaf1,,,someValuesFrom,OntoDM_057491,DAG based HC task with single label paths,,Machine Learning,OntoDM.owl
OntoDM.owl,,,imports,external.owl,,,Machine Learning,OntoDM.owl
OntoDM_919659,LPCN tree based HC algorithm for multiple path and non-mandatory leaf node prediction,,subClassOf,Nfc316dff46264a3c92130f8e466156ae,,,Machine Learning,OntoDM.owl
N98cd2f11bb0e4524b6323441bb279e59,,Generated by the OWL API (version 4.5.9.2019-02-01T07:24:44Z) https://github.com/owlcs/owlapi on 17/03/21 13:57,comment,21 13:57,,,Machine Learning,OntoDM.owl
OntoDM_353154,LCN tree based HC algorithm for single path and mandatory leaf node prediction,,subClassOf,Nb0256ecf30dd4c608b1d5501a8150fd1,,,Machine Learning,OntoDM.owl
Nde36b855e55642c5ab05b0b537a42f77,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_388961,LCL tree based HC algorithm for multiple path prediction,,subClassOf,OntoDM_793930,LCL tree based HC algorithm,,Machine Learning,OntoDM.owl
OntoDM_900172,GC DAG based HC algorithm for multiple path and non-mandatory leaf node prediction,,label,GC DAG based HC algorithm for multiple path and non-mandatory leaf node prediction,,,Machine Learning,OntoDM.owl
Nd968fb306ffa451f94ba0a3a556cf61b,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_837886,regression task,,label,regression task,,,Machine Learning,OntoDM.owl
Neee928105b95471eb05991cc6b9bebdb,,,onProperty,OBI_0000300,is_realized_by,Relation between a realizable and a process. Reciprocal relation of realizes [GOC:cjm],Machine Learning,OntoDM.owl
OntoDM_000255,cross validation sampling process,,subClassOf,Nb7f34b6006504eefb1e45b27fe332a10,,,Machine Learning,OntoDM.owl
OBI_0000968,device,,type,Class,,,Machine Learning,OntoDM.owl
Nd9ccd7fe71e041d68885ed3453cce60b,,Generated by the OWL API (version 4.5.9.2019-02-01T07:24:44Z) https://github.com/owlcs/owlapi on 17/03/21 13:57,comment,21 13:57,,,Machine Learning,OntoDM.owl
OntoDM_555011,LCN DAG based HC algorithm for single path and non-mandatory leaf node prediction,,label,LCN DAG based HC algorithm for single path and non-mandatory leaf node prediction,,,Machine Learning,OntoDM.owl
OntoDM_000259,pattern discovery evaluation function specification,,subClassOf,OntoDM_000014,evaluation function specification,Evaluation functions measure the validity of generalizations on a given set of data.,Machine Learning,OntoDM.owl
OntoDM_708865,representational medium specification,,subClassOf,IAO_0000124,,,Machine Learning,OntoDM.owl
OntoDM_000132,background knowledge,Background knowledge can be seen as a set of mappings that generate new features bi:T-->Ti.,subClassOf,IAO_0000027,,,Machine Learning,OntoDM.owl
N835c2b8a8ec845b980100b63dcbcb8c9,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_692808,,,IAO_0000115,labeled dataset with structured output is a dataset specification of a labeled dataset with structured datatype on the descriptive part and a structured datatype on the output part of the data.,,,Machine Learning,OntoDM.owl
OntoDM_892395,data example,A data example is a data item that represents one unit of data and it is a part of a dataset. It is a synonim with a case or example or observation in statistics.,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_895197,output set of discrete,,subClassOf,OntoDM_247510,output set of primitives,,Machine Learning,OntoDM.owl
Nee65cd580bad49c2bef82724ca5d9b8b,,,onProperty,OBI_0000294,is_concretization_of,"Is a relationship between a generically dependent continuant and a specifically dependent continuant. A generically dependent continuant may inhere in more than one entity. It does so by virtue of the fact that there is, for each entity that it inheres, a specifically dependent *concretization* of the generically dependent continuant that is specifically dependent. For instance, consider a story, which is an information artifact that inheres in some number of books. Each book bears some quality that carries the story. The relation between this quality and the generically dependent continuant is that the former is the concretization of the latter.",Machine Learning,OntoDM.owl
OntoDM_000288,pattern_discovery_algorithm_implementation,,type,Class,,,Machine Learning,OntoDM.owl
N8dc604bd3ab040b6940e4d93dce36d26,,,onProperty,OBI_0000299,has_specified_output,,Machine Learning,OntoDM.owl
N185058e88e45450783a8abb2bd59110f,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_000333,itemized list,,label,itemized list,,,Machine Learning,OntoDM.owl
OntoDM_625176,evaluation algorithm implementation,,label,evaluation algorithm implementation,,,Machine Learning,OntoDM.owl
N92b99036bdcb4845bc301b79379e0e99,,,someValuesFrom,OntoDT_487147,,,Machine Learning,OntoDM.owl
OntoDM_000071,representation,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM.owl,,,contributor,Saso Dzeroski,,,Machine Learning,OntoDM.owl
OntoDM_620805,DAG based HC task with single label paths and full depth labeling,,subClassOf,OntoDM_057491,DAG based HC task with single label paths,,Machine Learning,OntoDM.owl
OntoDM_651414,predicted dataset,,type,Class,,,Machine Learning,OntoDM.owl
IAO_0000088,,,subClassOf,IAO_0000310,"document
",,Machine Learning,OntoDM.owl
N731d2832fb7b4b12875234e393912be6,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_155699,binary classification algorithm,,type,Class,,,Machine Learning,OntoDM.owl
N32e33bffe20e4dceabf385959be37caa,,,someValuesFrom,OntoDM_577929,predictive model for structured output,,Machine Learning,OntoDM.owl
Ndc6f5c7295a04c3a9485fdfc7cfa1122,,,first,OntoDM_642324,language of decision trees,,Machine Learning,OntoDM.owl
OntoDM_000098,data mining task,,label,data mining task,,,Machine Learning,OntoDM.owl
OntoDM_136533,multi-target regression tree,,subClassOf,OntoDM_583334,multi-target regression model,,Machine Learning,OntoDM.owl
OntoDM_000250,pattern representation,,label,pattern representation,,,Machine Learning,OntoDM.owl
N1934862302f04f5e82d71fc1a284320a,,,someValuesFrom,OntoDM_352467,output tuple of discrete,,Machine Learning,OntoDM.owl
N5173e69f713144a3bbe8d14820a158f5,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_104594,LCN DAG based HC algorithm for single path prediction,,subClassOf,OntoDM_328701,LCN DAG based HC algorithm,,Machine Learning,OntoDM.owl
Nda95625cea8d4b94967291ceb2298226,,,someValuesFrom,OntoDM_000076,single generalization,,Machine Learning,OntoDM.owl
OntoDM_000112,clustering specification,,subClassOf,N3f6bd18b738b42e39a38916c7208dc69,,,Machine Learning,OntoDM.owl
IndependentContinuant,,,subClassOf,Continuant,Continuant,,Machine Learning,OntoDM.owl
Nda95625cea8d4b94967291ceb2298226,,,type,Restriction,,,Machine Learning,OntoDM.owl
Na3374c3024fa466588c87eaff4fdc6c5,,,someValuesFrom,OntoDM_000343,generalization,,Machine Learning,OntoDM.owl
OntoDM_510989,parameter setting,,label,parameter setting,,,Machine Learning,OntoDM.owl
OntoDM_613675,LCPN DAG based HC algorithm for single path prediction,,label,LCPN DAG based HC algorithm for single path prediction,,,Machine Learning,OntoDM.owl
OntoDM_000106,scoring function,Scoring functions often combine evaluation functions and language cost functions.,comment,Scoring functions often combine evaluation functions and language cost functions.,,,Machine Learning,OntoDM.owl
Nb7c26090c3e74e5fa3611ad8cf63014c,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
Nc1d255f715c241bc829b6b3b0a1c8bdd,,,first,OntoDM_361694,cross validation evaluation algorithm,,Machine Learning,OntoDM.owl
OntoDM_086891,LCL DAG based HC algorithm for single path and mandatory leaf node prediction,,subClassOf,OntoDM_838789,LCL DAG based HC algorithm for single path prediction,,Machine Learning,OntoDM.owl
OntoDM_000234,clustering execution,,label,clustering execution,,,Machine Learning,OntoDM.owl
OntoDM_349672,separate test set evaluation algorithm,,type,Class,,,Machine Learning,OntoDM.owl
OntoDM_000172,inductive query,"The output data type should be the same as the input datatype because IQ asc as filters
This should be put as a axiom or rule in PROLOG",subClassOf,OntoDM_000099,query specification,,Machine Learning,OntoDM.owl
N71958a58db044ce9a43da137009e2ca2,,,type,Restriction,,,Machine Learning,OntoDM.owl
Nce8bb6fa469a48d4b8585bfd160b4fd5,,,type,Restriction,,,Machine Learning,OntoDM.owl
N45dd6df71d444779a69a38a1aab689b1,,,onProperty,has_part,,,Machine Learning,OntoDM.owl
OntoDM_960431,hirearchical classification dataset,,subClassOf,OntoDM_666475,,,Machine Learning,OntoDM.owl
N270e7d0cf63549388f8d841d41d7068c,,,someValuesFrom,OntoDM_373964,tree based HC task with multiple label paths and full depth labeling,,Machine Learning,OntoDM.owl
N589a397c497d404fa5d12363eb7dd105,,,type,Restriction,,,Machine Learning,OntoDM.owl
OntoDM_038162,data mining operator,,label,data mining operator,,,Machine Learning,OntoDM.owl
N0d9dea4794ba40668a71bce686a6b211,,,someValuesFrom,OntoDT_878284,,,Machine Learning,OntoDM.owl
OntoDM_000173,language cost function,The language cost functions are used in language constraints concern the data part of generalizations. Most often they are related to the size/complexity of generalizations.,comment,complexity of generalizations.,,,Machine Learning,OntoDM.owl
N33551a7b3eaf4138968ae8f6b65050e7,,,someValuesFrom,OntoDM_000092,pattern discovery task,,Machine Learning,OntoDM.owl
Na3e66c75571f4eb0b24338fa90646bb4,,,first,OntoDM_716122,output boolean,,Machine Learning,OntoDM.owl
OntoDM_000121,bag,,subClassOf,OntoDM_000144,DM-dataset,,Machine Learning,OntoDM.owl
OntoDM_548678,data mining task description,,subClassOf,N588d4883b9d7457aa9399d5552510ce6,,,Machine Learning,OntoDM.owl
OntoDM_746568,multi-target prediction dataset,,subClassOf,N4987c5194b914dbf8fffd4112cf41e57,,,Machine Learning,OntoDM.owl
OBI_0000299,has_specified_output,,inverseOf,OBI_0000312,is_specified_output_of,,Machine Learning,OntoDM.owl
N37a3c12ed9ab4ac68a56bc4b98c3c678,,,first,OntoDM_000020,,"A pattern P on type T is a boolean function on objects of type T, i.e has the signature p::T-->boolean.",Machine Learning,OntoDM.owl
OntoDM_000287,pattern discovery algorithm execution,,subClassOf,N33551a7b3eaf4138968ae8f6b65050e7,,,Machine Learning,OntoDM.owl
OntoDM_071450,LCL DAG based HC algorithm,,IAO_0000115,LCL DAG-based hierarchical classification algorithm is a data mining algorithm that solves a DAG-based hierarchical classification task and as a result produces a hierarchical classification model using a local classifier per level (LCL) approach.,,,Machine Learning,OntoDM.owl
N49619948417b442ebcf48011fc890749,,,someValuesFrom,Nf7b58b0eaf48410eb0ffb3c5dd8616fd,,,Machine Learning,OntoDM.owl
Naf5799f9045e43e19552c03687cd36a6,,,onProperty,OBI_0000294,is_concretization_of,"Is a relationship between a generically dependent continuant and a specifically dependent continuant. A generically dependent continuant may inhere in more than one entity. It does so by virtue of the fact that there is, for each entity that it inheres, a specifically dependent *concretization* of the generically dependent continuant that is specifically dependent. For instance, consider a story, which is an information artifact that inheres in some number of books. Each book bears some quality that carries the story. The relation between this quality and the generically dependent continuant is that the former is the concretization of the latter.",Machine Learning,OntoDM.owl
OntoDM_247510,output set of primitives,,disjointWith,OntoDM_516954,output sequence,,Machine Learning,OntoDM.owl
OntoDM_548678,data mining task description,,IAO_0000115,"A data mining task description is-a specifcation entity that denotes a specific data mining task applied on a specific dataset, having in mind the specific type of generalization produced by the task (generalization specifcation)",,,Machine Learning,OntoDM.owl
