Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
CytoplasmicExtractionBuffer,cytoplasmic extraction buffer,"The cytoplasmic extraction buffer is part of the Subcellular Protein Fractionation Kit for Tissues. This buffer causes selective membrane permeabilization, releasing soluble cytoplasmic contents.

Definition source:
https://www.thermofisher.com/es/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/protein-biology-application-notes/subcellular-protein-fractionation.html",subClassOf,LysisBuffer,lysis buffer,"A lysis buffer is a buffer solution used for the purpose of lysing cells for use in molecular biology experiments that analyze the compounds of the cells (e.g. western blot). Most lysis buffers contain salts (e.g. Tris-HCl or EDTA) to regulate the acidity and osmolarity of the lysate, while detergents (such as Triton X-100 or SDS) are added to break up membrane structures. In studies like DNA fingerprinting the lysis buffer is used for DNA isolation. Dish soap can be used in a pinch to break down the cell and nuclear membranes, allowing the DNA to be released.

Definition source: https://en.wikipedia.org/wiki/Lysis_buffer",Experimental workflow,SmartProtocols_doc_V4.0.owl
DisaccharideReagent,disaccharide reagent,None,IAO_0000118,"Disaccharide
disaccharides
Disaccharid
disacarido
disacaridos
Disacharid",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
PolytronHomogenizer,polytron homogenizer,"Polytron homogenizer is a instrument used for pulverizing plant and animal tissue, grain and seed, soil extraction, DNA/RNA extraction.",comment,RNA extraction.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0000623,immortal rat neural nucleus-derived cell line cell,None,subClassOf,CLO_0000277,immortal neural nucleus-derived cell line cell,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
BufferC1,buffer C1,cell lysis buffer,subClassOf,LysisBuffer,lysis buffer,"A lysis buffer is a buffer solution used for the purpose of lysing cells for use in molecular biology experiments that analyze the compounds of the cells (e.g. western blot). Most lysis buffers contain salts (e.g. Tris-HCl or EDTA) to regulate the acidity and osmolarity of the lysate, while detergents (such as Triton X-100 or SDS) are added to break up membrane structures. In studies like DNA fingerprinting the lysis buffer is used for DNA isolation. Dish soap can be used in a pinch to break down the cell and nuclear membranes, allowing the DNA to be released.

Definition source: https://en.wikipedia.org/wiki/Lysis_buffer",Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_1418,CHAPS,None,subClassOf,AlkanesulfonateReagent,alkanesulfonate reagent,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
OBI_0001128,micropipette,None,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
hasExperimentalInputs,has experimental input,None,type,ObjectProperty,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
N3c387b692cd1400baa26413bb641b41e,None,None,someValuesFrom,SoftwareList,software list,Software list is a data set of the names of softwares that are part of materials section of a protocol.,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_67208,double-stranded RNA,None,IAO_0000118,"double stranded ribonucleic acid;
        dsRNA",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
chloroform,Chloroform,None,part_of,reagentList1,reagent list 1,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
PO_0009002,plant cell,"Applies to cells that are living or dead at maturity (e.g., fiber cell or tracheid) and includes any external encapsulating structures (if present) such as the plasma membrane and the plant-type cell wall. Definition of cell GO:0005623: ""The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope"". GO:0009505. Definition of plant-type cell wall (GO:0009505): A more or less rigid structure lying outside the cell membrane of a cell and composed of cellulose and pectin and other organic and inorganic substances, synonym; exact: cellulose and pectin-containing cell wall.",label,plant cell,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
PO_0000006,plant protoplast,"The cell wall is generally removed using polysaccharide-degrading enzymes such as cellulase, pectinase and /or xylanase. The cultured plant cell may be in suspension culture or from callus culture on solid media.",comment,or xylanase. The cultured plant cell may be in suspension culture or from callus culture on solid media.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_17843,transfer RNA,None,subClassOf,CHEBI_33697,ribonucleic acid,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
Toxic,toxic,"Of or relating to or caused by a toxin or poison 'suffering from exposure to toxic substances'
Definition source: http://wordnetweb.princeton.edu/perl/webwn?s=toxic
Example of usage: Avoid inhalation, ingestion or contact with skin, eyes or mucous membranes.",label,toxic,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_15693,aldose,None,IAO_0000115,"Aldehydic parent sugars (polyhydroxy aldehydes H[CH(OH)]nC(=O)H, n >= 2) and their intramolecular hemiacetals.",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
N-PhenacylthiazoliumBromide,N-phenacylthiazolium bromide,"N-phenacylthiazolium bromide is a compound that breaks cross-links in Advanced glycation end products.

Definition source: https://en.wikipedia.org/wiki/Phenacyl

Example of usage: 
N-phenacylthiazolium bromide (PTB) is used during DNA extraction. This chemical compound has demonstrated to cleave Maillard products, thus freeing up DNA for PCR amplification.",IAO_0000112,"N-phenacylthiazolium bromide (PTB) is used during DNA extraction. This chemical compound has demonstrated to cleave Maillard products, thus freeing up DNA for PCR amplification.",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
HousingConditionProtocol,housing condition protocol,Housing condition protocol is a protocol that defines instructions about the environmental conditions and handling of experimental organims.,IAO_0000115,Housing condition protocol is a protocol that defines instructions about the environmental conditions and handling of experimental organims.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CytoplasmicExtractionBuffer,cytoplasmic extraction buffer,"The cytoplasmic extraction buffer is part of the Subcellular Protein Fractionation Kit for Tissues. This buffer causes selective membrane permeabilization, releasing soluble cytoplasmic contents.

Definition source:
https://www.thermofisher.com/es/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/protein-biology-application-notes/subcellular-protein-fractionation.html",subClassOf,N995a1a3ed6d845638deb31400b5b8a6e,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
IAO_0000100,data set,None,subClassOf,IAO_0000030,information content entity,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
AlkylSulfateReagent,alkyl sulfate reagent,"Alkyl sulfate reagent is a reagent commonly used as an anionic surfactant in liquid soaps, detergents to clean wool, surface cleaners, as active ingredients in laundry detergents, shampoos and conditioners.

Definition source: https://en.wikipedia.org/wiki/Organosulfate

Example of usage: A sodium dodecyl sulfate.",label,alkyl sulfate reagent,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
N1b5d012bd57d4d078533a07225cb0248,None,None,someValuesFrom,FinalConcentration,final concentration,"The final measured concentration of a compound in a substance.

Definition source: Adopted from NCI thesaurus",Experimental workflow,SmartProtocols_doc_V4.0.owl
EFO_0004472,C57BL/6,None,IAO_0000115,6 is a mouse strain as described in Jackson Laboratory strain index,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
LysisBuffer,lysis buffer,"A lysis buffer is a buffer solution used for the purpose of lysing cells for use in molecular biology experiments that analyze the compounds of the cells (e.g. western blot). Most lysis buffers contain salts (e.g. Tris-HCl or EDTA) to regulate the acidity and osmolarity of the lysate, while detergents (such as Triton X-100 or SDS) are added to break up membrane structures. In studies like DNA fingerprinting the lysis buffer is used for DNA isolation. Dish soap can be used in a pinch to break down the cell and nuclear membranes, allowing the DNA to be released.

Definition source: https://en.wikipedia.org/wiki/Lysis_buffer",label,lysis buffer,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
hasApplication,has application,None,domain,ExperimentalProtocol,experimental protocol,"An experimental protocol is a sequence of tasks and operations executed to perform experimental research. The protocols often include equipment, reagents, critical steps, troubleshooting, tips and all the information that facilitates reusability.",Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_33853,phenols,None,IAO_0000115,Organic aromatic compounds having one or more hydroxy groups attached to a benzene or other arene ring.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
FreezerMilling,freezer milling,"Freezer milling is a type of cryogenic milling that uses a solenoid to mill samples. The solenoid moves the grinding media back and forth inside the vial, grinding the sample down to analytical fineness.",IAO_0000118,"Cryogenic grinding,
freezer grinding,
cryomilling,
freezer mill",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
hasFinalConcentration,has final concentration,None,IAO_0000115,"The property hasFinalConcentration relates the final measured concentration of a molecular entity, compound, substance, reagent or solute and the class final concentration.",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
ApplicationOfTheProtocol,application of the protocol,"Application of the protocol is a subclass of textual entity. Applications of the protocol list the full diversity of the applications of the method and support if is possible to extend the range of applications of the protocol.

Example of usage: The protocol works in northern blot assays using cactus, agave, banana,  tomato, Arabidopsis and tobacco. Allwood, J.W., et al., Inter-laboratory reproducibility of fast gas chromatography-electron impact-time of flight mass spectrometry (GC-EI-TOF/MS) based plant metabolomics. Metabolomics, 2009. 5(4): p. 479-496.",disjointWith,CatalogNumber,catalog number,"Catalog number is a subclass of textual entity. Catalog number is a numeral or string of numerals that is used for identification.

Example of usage: 5000-0012",Experimental workflow,SmartProtocols_doc_V4.0.owl
EndopeptidaseK,endopeptidase K,"An enzyme that catalyzes the hydrolysis of keratin, and of other proteins with subtilisin-like specificity. It hydrolyses peptide amides. Endopeptidase K is from the mold Tritirachium album Limber.

Definition source: National Drug File-Reference Terminology

Example of usage:
Proteinase K is commonly used in molecular biology to digest protein and remove contamination from preparations of nucleic acid.",IAO_0000118,"Proteinase K
Endopeptidase K
Protease K
Tritirachium Alkaline Proteinase
Tritirachium album serine proteinase
Tritirachium album proteinase K",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
Nc9e66c37a4554ab98931fe30d2106c34,None,None,onProperty,has_part,has part,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CL_0000530,primary neuron,None,IAO_0000412,cell type ontology (CL),None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
BufferB2,buffer B2,"Buffer B2 (Bacterial Lysis Buffer 2) consists of 3 M guanidine hydrochloride, 20% Tween 20. Buffer B2 is used in combination with Buffer B1, lysozyme or lysostaphin and Proteinase K for efficient lysis of bacteria prior to DNA purification using QIAGEN Genomic-tips.

Definition source:
https://www.qiagen.com/es/resources/faq?id=92b08ae8-b395-4961-b71b-b1e784c7c8ea&lang=en",seeAlso,Bacterial Lysis Buffer 2,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
SteroidAcidReagent,steroid acid reagent,None,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
AdvantageOfTheProtocol,advantage of the Protocol,"Advantage of the protocol is a subclass of textual entity. It should be made clear in which situations the Protocol has been successfully employed.
Definition source: http://www.nature.com/nprot/info/gta.html",IAO_0000115,Advantage of the protocol is a subclass of textual entity. It should be made clear in which situations the Protocol has been successfully employed.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_78708,Nonidet P-40,None,label,Nonidet P-40,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_9177,sodium deoxycholate,example of usage source: http://www.sigmaaldrich.com/catalog/product/sial/d6750?lang=en&region=CO,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CL_0000521,fungal cell,None,subClassOf,CL_0000000,cell,"The definition of cell is intended to represent all cells, and thus a cell is defined as a material entity and not an anatomical structure, which implies that it is part of an organism (or the entirety of one).",Experimental workflow,SmartProtocols_doc_V4.0.owl
SpecimenList,specimen list,specimen list is a data set of the names or identifiers of the specimens that are part of materials section of a protocol.,subClassOf,IAO_0000100,data set,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
StainedDNA,stained DNA,"Stained DNA is a material entity. After the electrophoresis is complete, the molecules in the gel can be stained to make them visible. DNA may be visualized using ethidium bromide which, when intercalated into DNA, fluoresce under ultraviolet light. EtBr is a known mutagen, and safer alternatives are available, such as GelRed, which binds to the minor groove. SYBER Green I is another dsDNA stain. It is 25 times more sensitive, and possibly safer than EtBr, though there is no data addressing its mutagenicity or toxicity in humans. SYBER Safe is a variant of SYBR Green that has been shown to have low enough levels of mutagenicity and toxicity to be deemed nonhazardous waste under U.S. Federal regulations. If the molecules to be separated contain radioactivity, for example in DNA sequencing gel, an autoradiogram can be recorded of the gel. If the molecules to be separated not contain radioactivity in a DNA sequencing gel, it may be visualized using silver nitrate.

Definition source: http://en.wikipedia.org/wiki/Gel_electrophoresis",subClassOf,ProcessedDNA,processed DNA,Is a DNA that suffers changes during a laboratory procedure.,Experimental workflow,SmartProtocols_doc_V4.0.owl
TaqPolymerase,taq polymerase,Taq polymerase is a heat stable DNA-direct DNA polymerase from the bacteria Thermus aquaticus. It is widely used for the amplification of genes through the process of Polymerase Chain Reaction.,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
ReferenceList,reference list,"Reference lists contain a complete list of all the sources (books, journal articles, websites, etc.) that you have cited directly in a document. That means that if there are in-text citations for a source there is a reference list entry, and vice versa.",label,reference list,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
provenance1,provenance 1,None,description,"The extraction method (steps 2–21) is taken from the method supplied with TRIzol reagent (Invitrogen, Paisley, UK).",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0007365,"LNCAP
        LNCaP",None,label,"LNCAP
        LNCaP",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
ChlorideSaltReagent,chloride salt reagent,"Chloride salts such as sodium chloride are often very soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating fluid in and out of cells.",subClassOf,CHEBI_33893,reagent,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
C70830,solution,None,subClassOf,Ne7dcf189fd8d4e85b0d577edd0c40ff5,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
TaqPolymerase,taq polymerase,Taq polymerase is a heat stable DNA-direct DNA polymerase from the bacteria Thermus aquaticus. It is widely used for the amplification of genes through the process of Polymerase Chain Reaction.,subClassOf,EnzymeReagent,enzyme reagent,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
adaptedFrom,adapted from,None,range,ProvenanceOfTheProtocol,provenance of the protocol,"Provenance of the protocol is a subclass of textual entity. Provenance of the protocol include references to key papers where the protocol has been used previously. Indicate if your protocol is the result of modify a previous one or if it is the result of reuse steps of several (more than 1) protocols.

Example of usage: The extraction procedure precisely followed that of Lisec et al. (2006), which was developed from the protocol of Fiehn et al. (2000a). Allwood J. W., 2009",Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0000523,immortal human peripheral neuron cell line cell,None,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
IAO_0000300,textual entity,None,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0003684,HeLa cell,None,IAO_0000412,cell line ontology (CLO),None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
title1,title1,None,type,NamedIndividual,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
equipmentorsupplies2,equipment or supplies 2,None,type,D004864,equipment and supplies,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
NCBITaxon_10088,,None,label,Mus,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
Ne1f5c5d0ed9148198276e042a58ae734,None,None,onProperty,hasInstruction,has instruction,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
EFO_0000602,BALB/c,"BALB/c is an albino, laboratory-bred strain of the house mouse from which a number of common substrains are derived. BALB/c mice are distributed globally, and are among the most widely used inbred strains used in animal experimentation.

Definition source: https://en.wikipedia.org/wiki/BALB/c",comment,c,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
SubcellularProteinFractionationKitforTissues,subcellular protein fractionation kit for tissues,"subcellular protein fractionation kit for tissues includes five cellular components to obtain proteins.

Definition source: 
https://www.thermofisher.com/es/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/protein-biology-application-notes/subcellular-protein-fractionation.html",type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
M-MLVReverseTranscriptase,M-MLV reverse transcriptase,"M-MLV reverse transcriptaseis an enzyme from the Moloney murine leukemia virus is a single 75 kDa monomer.

Definition source: http://link.springer.com/article/10.1007%2Fs10529-012-0904-9",IAO_0000115,M-MLV reverse transcriptaseis an enzyme from the Moloney murine leukemia virus is a single 75 kDa monomer.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
Manufacturer,manufacturer,"Manufacturer is a subclass of material entity. Manufacturer is a person, enterprise, or entity that produces equipments, reagents, primers or other laboratory supplies.

Example of usage:
Bio-Rad, Nalgene, Thermoscientific, Eppendorf, Falcon.",subClassOf,MaterialEntity,material entity,"Definition: An independent continuant [snap:IndependentContinuant] that is spatially extended whose identity is independent of that of other entities and can be maintained through time. Note: Material entity [snap:MaterialEntity] subsumes object [snap:Object], fiat object part [snap:FiatObjectPart], and object aggregate [snap:ObjectAggregate], which assume a three level theory of granularity, which is inadequate for some domains, such as biology.",Experimental workflow,SmartProtocols_doc_V4.0.owl
ReagentName,reagent name,"Reagent name is a textual entity. Reagent name is the name of a reagent.

Example of usage: Taq DNA Polymerase from Thermus aquaticus with 10X reaction buffer without MgCl2.",IAO_0000115,Reagent name is a textual entity. Reagent name is the name of a reagent.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0000513,immortal human colon-derived cell line cell,None,subClassOf,CLO_0000236,immortal colon-derived cell line cell,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
GenericallyDependentContinuant,generically dependent continuant,Definition: A continuant [snap:Continuant] that is dependent on one or other independent continuant [snap:IndependentContinuant] bearers. For every instance of A requires some instance of (an independent continuant [snap:IndependentContinuant] type) B but which instance of B serves can change from time to time.,comment,Definition: A continuant [snap:Continuant] that is dependent on one or other independent continuant [snap:IndependentContinuant] bearers. For every instance of A requires some instance of (an independent continuant [snap:IndependentContinuant] type) B but which instance of B serves can change from time to time.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
hasPrimerLength,has primer length,None,label,has primer length,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_36080,protein,None,IAO_0000115,A biological macromolecule minimally consisting of one polypeptide chain synthesized at the ribosome.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
C85644,initial concentration,None,label,initial concentration,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
GlycolReagent,glycol reagent,None,IAO_0000118,"Glykol
glykol
glycols",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
hasCurrentVersion,has current version,None,type,ObjectProperty,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
PO_0009002,plant cell,"Applies to cells that are living or dead at maturity (e.g., fiber cell or tracheid) and includes any external encapsulating structures (if present) such as the plasma membrane and the plant-type cell wall. Definition of cell GO:0005623: ""The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope"". GO:0009505. Definition of plant-type cell wall (GO:0009505): A more or less rigid structure lying outside the cell membrane of a cell and composed of cellulose and pectin and other organic and inorganic substances, synonym; exact: cellulose and pectin-containing cell wall.",IAO_0000412,plant ontology (PO),None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
N8edfeb62d57449bb8831b3a1e9cc2ffa,None,None,onProperty,part_of,part of,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CTABBuffer,CTAB buffer,"CTAB buffer is a buffer used during the extraction/isolation of highly polymerized DNA from plant material. The main chemical compound, CTAB, simultaneously solubilizes the plant cell wall and lipid membranes of internal organelles and denatures proteins (enzymes).

Example of usage: DNA purification",subClassOf,LysisBuffer,lysis buffer,"A lysis buffer is a buffer solution used for the purpose of lysing cells for use in molecular biology experiments that analyze the compounds of the cells (e.g. western blot). Most lysis buffers contain salts (e.g. Tris-HCl or EDTA) to regulate the acidity and osmolarity of the lysate, while detergents (such as Triton X-100 or SDS) are added to break up membrane structures. In studies like DNA fingerprinting the lysis buffer is used for DNA isolation. Dish soap can be used in a pinch to break down the cell and nuclear membranes, allowing the DNA to be released.

Definition source: https://en.wikipedia.org/wiki/Lysis_buffer",Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0000235,immortal liver-derived cell line cell,None,subClassOf,CLO_0000128,immortal animal cell line cell,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
PurposeOfProtocol,purpose of the protocol,"The purpose of a protocol is a subclass of textual entity. Its role, is to enable readers to make a decision as to the suitability of the protocol to their experimental problem.

Example of usage: 
Development of a method to isolate small RNAs from different plant species (...) that no need of first total RNA extraction and is not based on the commercially available TRIzol; Reagent or columns. Rosas-Cardenas, F.d.F., et al., A simple and efficient method for isolating small RNAs from different plant species. Plant Methods, 2011. 7(4): p. 7.",disjointWith,TitleOfProtocol,title of the protocol,Title of protocol is a subclass of textual entity. Title of protocol is the name of a protocol.,Experimental workflow,SmartProtocols_doc_V4.0.owl
IAO_0000030,information content entity,None,IAO_0000412,OBI,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
BufferAP1,buffer AP1,"Buffer AP1 is a lysis buffer used during isolation of DNA from plant tissue with the DNeasy Plant Mini Kit.

Definition source: http://www.calpoly.edu/~bio/ubl/protocols_files/qiaplant.pdf

Example of usage: DNA purification",type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0000020,immortal human cell line cell,None,subClassOf,CLO_0000128,immortal animal cell line cell,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0000236,immortal colon-derived cell line cell,None,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_33699,messenger RNA,None,label,messenger RNA,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
Toxic,toxic,"Of or relating to or caused by a toxin or poison 'suffering from exposure to toxic substances'
Definition source: http://wordnetweb.princeton.edu/perl/webwn?s=toxic
Example of usage: Avoid inhalation, ingestion or contact with skin, eyes or mucous membranes.",IAO_0000119,webwn?s=toxic,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CLO_0003704,Hep G2 cell,disease: hepatocellular carcinoma,subClassOf,CLO_0000565,immortal human liver-derived cell line cell,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_33917,aldohexose,None,IAO_0000118,"aldohexoses
        Aldohexose
        OCC(O)C(O)C(O)C(O)C=O
        aldohexose
        C6H12O6",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
equipmentorsupplies4,equipment or supplies 4,None,type,NamedIndividual,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
manufacturer2,None,None,type,NamedIndividual,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
equipmentList1,equipment list 1,None,has_part,Scalpel,Scalpel,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
AlkylSulfateReagent,alkyl sulfate reagent,"Alkyl sulfate reagent is a reagent commonly used as an anionic surfactant in liquid soaps, detergents to clean wool, surface cleaners, as active ingredients in laundry detergents, shampoos and conditioners.

Definition source: https://en.wikipedia.org/wiki/Organosulfate

Example of usage: A sodium dodecyl sulfate.",IAO_0000112,A sodium dodecyl sulfate.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_47704,ammonium salt,None,IAO_0000118,"ammonium salts
        Ammoniumsalze
        Ammoniumsalz",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
C42688,Instruction,None,label,instruction,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
NucleicAcidExtractionProtocol,nucleic acid extraction protocol,Nucleic acid extraction protocol is a subclass of laboratory protocol. A nucleic acid extraction protocol is a step by step description of a procedure used to recover the nucleic acid fraction of an input material entity.,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
SigmaAldrich,Sigma-Aldrich,None,type,ManufacturerName,manufacturer name,"Manufacturer name is a subclass of textual entity. Manufacturer name is the name of  a person, enterprise, or entity that produces equipments, reagents, primers or other laboratory supplies.",Experimental workflow,SmartProtocols_doc_V4.0.owl
SaponinReagent,saponin reagent,"Example of usage:
surfactant that enhances penetration of proteins and other macromolecules through cell membranes; it also has been used as an adjuvant for vaccines.

example usage source: http://www.sigmaaldrich.com/catalog/product/sigma/s4521?lang=en&region=CO",IAO_0000115,Saponin is a compound containing one or more hydrophilic glycoside moieties combined with a lipophilic triterpenoid or steroid derivative. Found in particular abundance in plant species.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
NCBITaxon_5702,Trypanosoma brucei brucei,None,subClassOf,39700,Trypanozoon,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
equipmentList1,equipment list 1,None,label,equipment list 1,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
PO_0025059,ground tissue,None,IAO_0000412,plant ontology (PO),None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
BufferATL,buffer ATL,"Buffer ATL is a lysis buffer for use in purification of nucleic acids.

Definition source: 
https://www.qiagen.com/es/shop/lab-essentials-and-accessories/buffer-atl/",comment,,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
REO_0000421,deoxyribonucleoside triphosphate reagent,None,label,deoxyribonucleoside triphosphate reagent,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_27729,digitonin,None,IAO_0000412,CHEBI,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
TenPercentEthanol,10% ethanol,An aqueous dilution of ethanol containing 10% ethanol by volume.,IAO_0000115,An aqueous dilution of ethanol containing 10% ethanol by volume.,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
Publication,publication,"publication is a magazine, or other publication, in which a resource was/will be published.",subClassOf,N338f0adbdf944d989e7da3468898e7ef,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CatalogNumber,catalog number,"Catalog number is a subclass of textual entity. Catalog number is a numeral or string of numerals that is used for identification.

Example of usage: 5000-0012",comment,"Catalog number is a subclass of textual entity. Catalog number is a numeral or string of numerals that is used for identification.

Example of usage: 5000-0012",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
SIO_000070,measurement value,None,label,measurement value,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
CHEBI_9750,Triton X-100,None,IAO_0000112,"Triton X-100 acts as a nonionic surfactant used for solubilizing proteins while maintaining native subunit structure, enzymatic activity, or other structural functions.",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
OBI_0001087,lyophilizer,None,IAO_0000412,OBI,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
C42614,name,None,subClassOf,IAO_0000300,textual entity,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
HotStartTaqDNAPolymerase,Hot Start Taq DNA Polymerase,"Hot Start Taq DNA Polymerase is a mixture of Taq DNA Polymerase and an aptamer-based inhibitor.

Definition source: https://www.neb.com/products/m0495-hot-start-taq-dna-polymerase",IAO_0000118,"HotStarTaq DNA Polymerase
HotStarTaq
Hot Start DNA Polymerase
Hot Start Taq
Taq Hot Start DNA Polymerase
Taq-star enzyme
Taq-star DNA polymerase
TaqStar
Hot-Start Taq DNA polymerase",None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
N12018dbc50d24be992ff63ec634fe834,None,None,someValuesFrom,WashingNucleicAcids,washing nucleic acids,"This step is to wash any residual salt away from the pelleted DNA/RNA.

Definition source: http://bitesizebio.com/253/the-basics-how-ethanol-precipitation-of-dna-and-rna-works/",Experimental workflow,SmartProtocols_doc_V4.0.owl
N9b07c4e987da47f79e83224761edead3,None,None,unionOf,N1eaeef3de58444e1937bb3f1488ea102,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
SuperScriptReverseTranscriptase,SuperScript reverse transcriptase,SuperScript reverse transcriptase (RT) is a family of enzymes widely used for cDNA synthesis.,type,Class,None,None,Experimental workflow,SmartProtocols_doc_V4.0.owl
